timestamp,Date,Close
1602768600,"15/10/2020 10:30:00",7.0
1602772200,"15/10/2020 11:30:00",7.035
1602775800,"15/10/2020 12:30:00",7.01
1602779400,"15/10/2020 13:30:00",7.05
1602783000,"15/10/2020 14:30:00",7.055
1602786600,"15/10/2020 15:30:00",7.025
1602790200,"15/10/2020 16:30:00",7.01
1602855000,"16/10/2020 10:30:00",6.96
1602858600,"16/10/2020 11:30:00",6.955
1602862200,"16/10/2020 12:30:00",6.94
1602865800,"16/10/2020 13:30:00",6.93
1602869400,"16/10/2020 14:30:00",6.91
1602873000,"16/10/2020 15:30:00",6.885
1602876600,"16/10/2020 16:30:00",6.86
1603114200,"19/10/2020 10:30:00",7.032
1603117800,"19/10/2020 11:30:00",7.105
1603121400,"19/10/2020 12:30:00",7.12
1603125000,"19/10/2020 13:30:00",7.07
1603128600,"19/10/2020 14:30:00",7.02
1603132200,"19/10/2020 15:30:00",6.985
1603135800,"19/10/2020 16:30:00",6.955
1603200600,"20/10/2020 10:30:00",7.065
1603204200,"20/10/2020 11:30:00",7.126
1603207800,"20/10/2020 12:30:00",7.115
1603211400,"20/10/2020 13:30:00",7.22
1603215000,"20/10/2020 14:30:00",7.248
1603218600,"20/10/2020 15:30:00",7.235
1603222200,"20/10/2020 16:30:00",7.23
1603287000,"21/10/2020 10:30:00",7.19
1603290600,"21/10/2020 11:30:00",7.13
1603294200,"21/10/2020 12:30:00",7.19
1603297800,"21/10/2020 13:30:00",7.14
1603301400,"21/10/2020 14:30:00",7.14
1603305000,"21/10/2020 15:30:00",7.185
1603308600,"21/10/2020 16:30:00",7.18
