timestamp,Date,Close
1275364800,"01/06/2010 01:00:00",4.766
1277956800,"01/07/2010 01:00:00",3.988
1280635200,"01/08/2010 01:00:00",3.896
1283313600,"01/09/2010 01:00:00",4.082
1285905600,"01/10/2010 01:00:00",4.368
1288584000,"01/11/2010 02:00:00",7.066
1291179600,"01/12/2010 03:00:00",5.326
1293858000,"01/01/2011 03:00:00",4.82
1296536400,"01/02/2011 03:00:00",4.778
1298955600,"01/03/2011 02:00:00",5.55
1301630400,"01/04/2011 01:00:00",5.52
1304222400,"01/05/2011 01:00:00",6.028
1306900800,"01/06/2011 01:00:00",5.826
1309492800,"01/07/2011 01:00:00",5.634
1312171200,"01/08/2011 01:00:00",4.948
1314849600,"01/09/2011 01:00:00",4.878
1317441600,"01/10/2011 01:00:00",5.874
1320120000,"01/11/2011 02:00:00",6.548
1322715600,"01/12/2011 03:00:00",5.712
1325394000,"01/01/2012 03:00:00",5.814
1328072400,"01/02/2012 03:00:00",6.682
1330578000,"01/03/2012 02:00:00",7.448
1333252800,"01/04/2012 01:00:00",6.626
1335844800,"01/05/2012 01:00:00",5.9
1338523200,"01/06/2012 01:00:00",6.258
1341115200,"01/07/2012 01:00:00",5.484
1343793600,"01/08/2012 01:00:00",5.704
1346472000,"01/09/2012 01:00:00",5.856
1349064000,"01/10/2012 01:00:00",5.626
1351742400,"01/11/2012 02:00:00",6.764
1354338000,"01/12/2012 03:00:00",6.774
1357016400,"01/01/2013 03:00:00",7.502
1359694800,"01/02/2013 03:00:00",6.966
1362114000,"01/03/2013 02:00:00",7.578
1364788800,"01/04/2013 01:00:00",10.798
1367380800,"01/05/2013 01:00:00",19.552
1370059200,"01/06/2013 01:00:00",21.472
1372651200,"01/07/2013 01:00:00",26.856
1375329600,"01/08/2013 01:00:00",33.8
1378008000,"01/09/2013 01:00:00",38.674
1380600000,"01/10/2013 01:00:00",31.988
1383278400,"01/11/2013 02:00:00",25.456
1385874000,"01/12/2013 03:00:00",30.086
1388552400,"01/01/2014 03:00:00",36.282
1391230800,"01/02/2014 03:00:00",48.962
1393650000,"01/03/2014 02:00:00",41.69
1396324800,"01/04/2014 01:00:00",41.578
1398916800,"01/05/2014 01:00:00",41.554
1401595200,"01/06/2014 01:00:00",48.012
1404187200,"01/07/2014 01:00:00",44.66
1406865600,"01/08/2014 01:00:00",53.94
1409544000,"01/09/2014 01:00:00",48.536
1412136000,"01/10/2014 01:00:00",48.34
