timestamp,Date,Close
1602768600,"15/10/2020 10:30:00",450.764
1602772200,"15/10/2020 11:30:00",447.81
1602775800,"15/10/2020 12:30:00",445.79
1602779400,"15/10/2020 13:30:00",444.031
1602783000,"15/10/2020 14:30:00",446.332
1602786600,"15/10/2020 15:30:00",449.89
1602790200,"15/10/2020 16:30:00",448.88
1602855000,"16/10/2020 10:30:00",452.25
1602858600,"16/10/2020 11:30:00",445.57
1602862200,"16/10/2020 12:30:00",447.96
1602865800,"16/10/2020 13:30:00",450.29
1602869400,"16/10/2020 14:30:00",447.574
1602873000,"16/10/2020 15:30:00",444.6
1602876600,"16/10/2020 16:30:00",439.91
1603114200,"19/10/2020 10:30:00",443.093
1603117800,"19/10/2020 11:30:00",439.61
1603121400,"19/10/2020 12:30:00",437.376
1603125000,"19/10/2020 13:30:00",438.68
1603128600,"19/10/2020 14:30:00",438.44
1603132200,"19/10/2020 15:30:00",429.45
1603135800,"19/10/2020 16:30:00",430.875
1603200600,"20/10/2020 10:30:00",422.22
1603204200,"20/10/2020 11:30:00",423.853
1603207800,"20/10/2020 12:30:00",423.59
1603211400,"20/10/2020 13:30:00",426.576
1603215000,"20/10/2020 14:30:00",425.139
1603218600,"20/10/2020 15:30:00",421.8
1603222200,"20/10/2020 16:30:00",421.87
1603287000,"21/10/2020 10:30:00",425.845
1603290600,"21/10/2020 11:30:00",429.621
1603294200,"21/10/2020 12:30:00",430.11
1603297800,"21/10/2020 13:30:00",427.55
1603301400,"21/10/2020 14:30:00",426.6
1603305000,"21/10/2020 15:30:00",426.562
1603308600,"21/10/2020 16:30:00",422.5
