timestamp,Date,Close
1602768600,"15/10/2020 10:30:00",11.14
1602772200,"15/10/2020 11:30:00",11.195
1602775800,"15/10/2020 12:30:00",11.205
1602779400,"15/10/2020 13:30:00",11.265
1602783000,"15/10/2020 14:30:00",11.265
1602786600,"15/10/2020 15:30:00",11.205
1602790200,"15/10/2020 16:30:00",11.18
1602855000,"16/10/2020 10:30:00",11.2
1602858600,"16/10/2020 11:30:00",11.175
1602862200,"16/10/2020 12:30:00",11.21
1602865800,"16/10/2020 13:30:00",11.18
1602869400,"16/10/2020 14:30:00",11.135
1602873000,"16/10/2020 15:30:00",11.125
1602876600,"16/10/2020 16:30:00",11.09
1603114200,"19/10/2020 10:30:00",11.31
1603117800,"19/10/2020 11:30:00",11.27
1603121400,"19/10/2020 12:30:00",11.27
1603125000,"19/10/2020 13:30:00",11.243
1603128600,"19/10/2020 14:30:00",11.232
1603132200,"19/10/2020 15:30:00",11.15
1603135800,"19/10/2020 16:30:00",11.145
1603200600,"20/10/2020 10:30:00",11.09
1603204200,"20/10/2020 11:30:00",11.145
1603207800,"20/10/2020 12:30:00",11.13
1603211400,"20/10/2020 13:30:00",11.24
1603215000,"20/10/2020 14:30:00",11.17
1603218600,"20/10/2020 15:30:00",11.09
1603222200,"20/10/2020 16:30:00",11.085
1603287000,"21/10/2020 10:30:00",11.285
1603290600,"21/10/2020 11:30:00",11.235
1603294200,"21/10/2020 12:30:00",11.31
1603297800,"21/10/2020 13:30:00",11.32
1603301400,"21/10/2020 14:30:00",11.315
1603305000,"21/10/2020 15:30:00",11.3
1603308600,"21/10/2020 16:30:00",11.255
